Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000229169	AL096701.2	22	-	31538352	31538589	0.000000	0.000000	0.000000
ENSG00000214093	AL096701.1	22	+	31559483	31559939	0.000000	0.000000	0.000000
ENSG00000241878	PISD	22	-	31618491	31662432	0.033096	47.584873	121.963478
ENSG00000284082	MIR7109	22	-	31621467	31621531	0.000000	0.000000	0.000000
ENSG00000128276	RFPL3	22	+	32354885	32361161	0.000000	0.000000	0.000000
ENSG00000271093	IGLCOR22-2	22	-	32356676	32356988	0.000000	0.000000	0.000000
ENSG00000205853	RFPL3S	22	-	32359906	32382052	0.000000	0.000000	0.000000
ENSG00000274617	RF02171	22	+	32362972	32363059	0.000000	0.000000	0.000000
ENSG00000274170	RF02172	22	+	32368497	32368567	0.000000	0.000000	0.000000
ENSG00000230736	AL021937.1	22	+	32376664	32384343	0.041271	3.751082	9.614295
ENSG00000243519	IGLVIVOR22-2	22	+	32376682	32377135	0.000000	0.000000	0.000000
ENSG00000241954	AL021937.4	22	+	32383786	32385631	0.000000	0.000000	0.000000
ENSG00000100220	RTCB	22	-	32387582	32412255	0.152985	38.931965	99.785439
ENSG00000100150	DEPDC5	22	+	31753867	31908033	0.020350	6.915930	17.726028
ENSG00000285404	Z82190.2	22	+	31754899	31956243	0.000000	0.000000	0.000000
ENSG00000242251	RN7SL20P	22	+	31757202	31757498	0.000000	0.000000	0.000000
ENSG00000236132	AL022331.1	22	-	31816379	31817491	0.000000	0.000000	0.000000
ENSG00000252909	RNU6-201P	22	+	31837238	31837298	0.000000	0.000000	0.000000
ENSG00000227813	Z82190.1	22	-	31890344	31891434	0.000000	0.000000	0.000000
ENSG00000128254	C22orf24	22	-	31933521	31945518	0.000000	0.000000	0.000000
ENSG00000128245	YWHAH	22	+	31944461	31957603	0.000000	0.000000	0.000000
ENSG00000100225	FBXO7	22	+	32474676	32498829	0.146098	51.941914	133.130875
ENSG00000273176	AL008635.1	22	-	35298838	35299541	0.000000	0.000000	0.000000
ENSG00000100284	TOM1	22	+	35299275	35347994	0.012700	10.433882	26.742794
ENSG00000266320	MIR3909	22	+	35335640	35335758	0.000000	0.000000	0.000000
ENSG00000274280	MIR6069	22	-	35336721	35336799	0.000000	0.000000	0.000000
ENSG00000100297	MCM5	22	+	35400063	35425430	0.083649	19.095062	48.942028
ENSG00000221963	APOL6	22	+	35648395	35668409	0.192372	17.484509	44.814060
ENSG00000128284	APOL3	22	-	36140330	36166177	0.021205	7.419546	19.016834
ENSG00000128335	APOL2	22	-	36226203	36239954	0.201443	25.523373	65.418251
ENSG00000100342	APOL1	22	+	36253010	36267530	0.000000	0.000000	0.000000
ENSG00000100348	TXN2	22	-	36467036	36482030	0.147317	15.811332	40.525589
ENSG00000100350	FOXRED2	22	-	36487190	36507101	0.000000	0.000000	0.000000
ENSG00000100360	IFT27	22	-	36758202	36776256	0.011286	10.102045	25.892275
ENSG00000100353	EIF3D	22	-	36510850	36529436	0.513268	98.779129	253.178070
ENSG00000100345	MYH9	22	-	36281277	36388067	0.451415	86.426125	221.516418
ENSG00000278420	MIR6819	22	-	36286847	36286907	0.000000	0.000000	0.000000
ENSG00000278195	SSTR3	22	-	37204238	37212322	0.066578	6.672620	17.102407
ENSG00000100385	IL2RB	22	-	37125838	37175054	0.047810	18.672792	47.859718
ENSG00000235237	Z82188.2	22	+	37166757	37182850	0.000000	0.000000	0.000000
ENSG00000133466	C1QTNF6	22	-	37180167	37199385	0.000000	0.000000	0.000000
ENSG00000100055	CYTH4	22	+	37282027	37315345	0.000000	0.000000	0.000000
ENSG00000100060	MFNG	22	-	37469063	37486401	0.132331	37.498821	96.112198
ENSG00000100083	GGA1	22	+	37608475	37633564	0.000000	0.000000	0.000000
ENSG00000100092	SH3BP1	22	+	37634654	37656119	0.000000	0.000000	0.000000
ENSG00000285304	Z83844.3	22	+	37639693	37666932	0.000000	0.000000	0.000000
ENSG00000233360	Z83844.2	22	-	37641832	37658377	0.000000	0.000000	0.000000
ENSG00000241360	PDXP	22	+	37658727	37666934	0.000000	0.000000	0.000000
ENSG00000189060	H1F0	22	+	37805093	37807436	0.257679	23.420198	60.027664
ENSG00000273899	NOL12	22	+	37681673	37693478	0.000000	0.000000	0.000000
ENSG00000100101	Z83844.1	22	+	37686414	37726503	0.000000	0.000000	0.000000
ENSG00000100106	TRIOBP	22	+	37696988	37776556	0.017641	12.831353	32.887688
ENSG00000100139	MICALL1	22	+	37905657	37942822	0.081084	17.270828	44.266384
ENSG00000278948	AL031587.5	22	+	37943050	37944898	0.000000	0.000000	0.000000
ENSG00000128346	C22orf23	22	-	37943050	37953669	0.000000	0.000000	0.000000
ENSG00000272582	AL031587.3	22	+	37950965	37951778	0.000000	0.000000	0.000000
ENSG00000100142	POLR2F	22	+	37952607	38041915	0.000000	0.000000	0.000000
ENSG00000284289	MIR6820	22	+	37967563	37967624	0.000000	0.000000	0.000000
ENSG00000100146	SOX10	22	-	37970686	37987422	0.000000	0.000000	0.000000
ENSG00000284266	MIR4534	22	+	37988794	37988853	0.000000	0.000000	0.000000
ENSG00000222044	AL031587.1	22	-	38032165	38034228	0.281517	25.586813	65.580856
ENSG00000100124	ANKRD54	22	-	37830855	37849327	0.000000	0.000000	0.000000
ENSG00000284197	MIR658	22	-	37844272	37844371	0.000000	0.000000	0.000000
ENSG00000207696	MIR659	22	-	37847678	37847774	0.000000	0.000000	0.000000
ENSG00000100129	EIF3L	22	+	37848868	37889407	0.553138	180.945740	463.777039
ENSG00000279738	AL022311.1	22	+	37876148	37895563	0.008847	0.804095	2.060955
ENSG00000207227	RNU6-900P	22	+	37891347	37891448	0.000000	0.000000	0.000000
ENSG00000198792	TMEM184B	22	-	38219291	38273034	0.042655	5.728010	14.681305
ENSG00000235246	AL020993.1	22	+	38231320	38232248	0.000000	0.000000	0.000000
ENSG00000241693	RN7SL704P	22	+	38231720	38231993	0.000000	0.000000	0.000000
ENSG00000213923	CSNK1E	22	-	38290691	38318084	0.249165	141.538895	362.774414
ENSG00000283900	TPTEP2-CSNK1E	22	-	38291918	38398522	0.000000	0.000000	0.000000
ENSG00000244627	TPTEP2	22	-	38335762	38398929	0.036579	66.136955	169.513824
ENSG00000229955	Z98749.1	22	-	38387918	38388857	0.000000	0.000000	0.000000
ENSG00000100216	TOMM22	22	+	38681948	38685421	0.402099	94.687393	242.690643
ENSG00000100221	JOSD1	22	-	38685543	38701556	0.158150	32.061840	82.176819
ENSG00000100196	KDELR3	22	+	38468062	38483447	0.000000	0.000000	0.000000
ENSG00000100201	DDX17	22	-	38483440	38507660	1.988145	399.761841	1024.618652
ENSG00000183741	CBX6	22	-	38861450	38872314	0.561270	66.912247	171.500931
ENSG00000244509	APOBEC3C	22	+	39014083	39020352	0.000000	0.000000	0.000000
ENSG00000284554	AL022318.4	22	+	39014363	39033276	0.000000	0.000000	0.000000
ENSG00000243811	APOBEC3D	22	+	39021113	39033276	0.118275	10.749903	27.552778
ENSG00000100226	GTPBP1	22	+	38705723	38738299	0.117297	39.061478	100.117401
ENSG00000229598	PRDX3P1	22	-	38722743	38723505	0.000000	0.000000	0.000000
ENSG00000244491	AL021707.5	22	+	38734725	38738765	0.000000	0.000000	0.000000
ENSG00000100242	SUN2	22	-	38734725	38794143	0.039972	6.410405	16.430332
ENSG00000230149	AL021707.3	22	+	38734730	38738990	0.410834	37.340313	95.705925
ENSG00000273096	AL021707.8	22	-	38736610	38736792	0.000000	0.000000	0.000000
ENSG00000225450	AL021707.1	22	+	38739003	38749041	0.000000	0.000000	0.000000
ENSG00000272669	AL021707.6	22	+	38742625	38743115	0.000000	0.000000	0.000000
ENSG00000273076	AL021707.7	22	+	38743495	38743910	0.000000	0.000000	0.000000
ENSG00000100246	DNAL4	22	-	38778508	38794198	0.028381	18.008575	46.157284
ENSG00000100307	CBX7	22	-	39120167	39152674	0.020185	31.313913	80.259827
ENSG00000226024	COX5BP7	22	-	39120293	39120566	0.000000	0.000000	0.000000
ENSG00000279833	AL031846.2	22	+	39133090	39136760	0.081722	7.427635	19.037567
ENSG00000239713	APOBEC3G	22	+	39077005	39087743	0.052705	14.966427	38.360039
ENSG00000100321	SYNGR1	22	+	39349925	39385588	0.008897	3.125584	8.011097
ENSG00000280216	AL022326.2	22	+	39379610	39380015	0.000000	0.000000	0.000000
ENSG00000100316	RPL3	22	-	39312882	39320389	1.754630	815.966797	2091.381836
ENSG00000209480	SNORD83B	22	-	39313819	39313911	0.000000	0.000000	0.000000
ENSG00000209482	SNORD83A	22	-	39315213	39315307	2.000000	181.778107	465.910431
ENSG00000263764	SNORD43	22	-	39319050	39319113	0.000000	0.000000	0.000000
ENSG00000128268	MGAT3	22	+	39457344	39492194	0.020440	7.200958	18.456577
ENSG00000227188	MGAT3-AS1	22	-	39475807	39476822	0.000000	0.000000	0.000000
ENSG00000100335	MIEF1	22	+	39499432	39518132	0.025648	4.863564	12.465667
ENSG00000285025	AL022312.1	22	+	39504231	39504443	0.000000	0.000000	0.000000
ENSG00000128272	ATF4	22	+	39519695	39522685	2.369531	268.165405	687.327393
ENSG00000100354	TNRC6B	22	+	40044817	40335808	0.027773	22.017420	56.432240
ENSG00000228599	RPL7P52	22	-	40106325	40107066	0.000000	0.000000	0.000000
ENSG00000100380	ST13	22	-	40824535	40857022	0.290571	30.464920	78.083794
ENSG00000196236	XPNPEP3	22	+	40857077	40932815	0.062356	6.792775	17.410374
ENSG00000172404	DNAJB7	22	-	40859549	40862126	0.000000	0.000000	0.000000
ENSG00000273979	RF00017	22	+	40917111	40917381	0.000000	0.000000	0.000000
ENSG00000200683	RNU6-379P	22	+	40917743	40917846	0.000000	0.000000	0.000000
ENSG00000239900	ADSL	22	+	40346500	40390463	0.024463	12.447983	31.905081
ENSG00000284431	AL022238.4	22	+	40346529	40410054	0.000000	0.000000	0.000000
ENSG00000100359	SGSM3	22	+	40370591	40410289	0.000000	0.000000	0.000000
ENSG00000229999	AL022238.2	22	-	40372664	40388290	0.000000	0.000000	0.000000
ENSG00000196588	MKL1	22	-	40410281	40636702	0.007783	14.901442	38.193474
ENSG00000272834	AL022238.3	22	+	40415003	40415445	0.000000	0.000000	0.000000
ENSG00000227413	AL022238.1	22	+	40433136	40433641	0.000000	0.000000	0.000000
ENSG00000232564	AL031594.1	22	+	40521800	40526707	0.000000	0.000000	0.000000
ENSG00000172912	COX6B1P3	22	+	40569286	40569895	0.000000	0.000000	0.000000
ENSG00000230071	RPL4P6	22	-	40586700	40588003	0.000000	0.000000	0.000000
ENSG00000100395	L3MBTL2	22	+	41205205	41231271	0.039017	4.641159	11.895625
ENSG00000235513	AL035681.1	22	-	41209122	41217627	0.000000	0.000000	0.000000
ENSG00000100399	CHADL	22	-	41229510	41240934	0.000000	0.000000	0.000000
ENSG00000100401	RANGAP1	22	-	41245611	41286251	0.005209	0.729930	1.870864
ENSG00000274552	MIR6889	22	-	41252992	41253050	0.000000	0.000000	0.000000
ENSG00000100393	EP300	22	+	41091786	41180079	0.120692	24.701281	63.311172
ENSG00000284015	MIR1281	22	+	41092513	41092566	0.000000	0.000000	0.000000
ENSG00000252859	RNU6-375P	22	+	41168217	41168316	0.000000	0.000000	0.000000
ENSG00000232754	AL035658.1	22	-	41169190	41183144	0.000000	0.000000	0.000000
ENSG00000231993	EP300-AS1	22	-	41174591	41197456	0.000000	0.000000	0.000000
ENSG00000215771	LRRC37A14P	22	-	41189727	41190188	0.000000	0.000000	0.000000
ENSG00000100403	ZC3H7B	22	+	41301522	41360147	0.028694	4.645158	11.905875
ENSG00000183864	TOB2	22	-	41433492	41447023	0.197590	17.974583	46.070156
ENSG00000100410	PHF5A	22	-	41459717	41468725	0.244534	25.274881	64.781357
ENSG00000100412	ACO2	22	+	41469125	41528989	0.000000	0.000000	0.000000
ENSG00000100413	POLR3H	22	-	41525804	41544606	0.092508	12.554869	32.179035
ENSG00000100138	SNU13	22	-	41673930	41690504	0.177757	34.892216	89.431274
ENSG00000207457	RNU6-476P	22	+	41679711	41679817	0.000000	0.000000	0.000000
ENSG00000184208	C22orf46	22	+	41688939	41698136	0.000000	0.000000	0.000000
ENSG00000196419	XRCC6	22	+	41621119	41664048	0.642640	70.892830	181.703445
ENSG00000200332	RF00019	22	-	41648089	41648190	0.000000	0.000000	0.000000
ENSG00000100418	DESI1	22	-	41598028	41621096	0.574491	79.320236	203.303513
ENSG00000159958	TNFRSF13C	22	-	41922023	41926818	0.240619	21.869633	56.053452
ENSG00000283829	MIR378I	22	-	41923222	41923297	0.315789	28.701765	73.564697
ENSG00000184068	AL021453.1	22	-	41831215	41834665	0.000000	0.000000	0.000000
ENSG00000198911	SREBF2	22	+	41833079	41907308	0.084014	19.185770	49.174519
ENSG00000207932	MIR33A	22	+	41900944	41901012	0.000000	0.000000	0.000000
ENSG00000100167	SEPT3	22	+	41969475	41998221	0.037576	8.778065	22.498816
ENSG00000224883	Z99716.1	22	-	41981304	41982217	0.000000	0.000000	0.000000
ENSG00000183172	SMDT1	22	+	42079691	42084284	0.174466	33.442173	85.714706
ENSG00000183066	WBP2NL	22	+	41998725	42058456	0.000000	0.000000	0.000000
ENSG00000215347	SLC25A5P1	22	-	42001069	42001966	0.000000	0.000000	0.000000
ENSG00000198951	NAGA	22	-	42058354	42070842	0.162979	14.861087	38.090042
ENSG00000235568	NFAM1	22	-	42380410	42432395	0.000000	0.000000	0.000000
ENSG00000230107	AL022316.1	22	+	42438023	42446195	0.000000	0.000000	0.000000
ENSG00000172250	SERHL	22	+	42500579	42512560	0.000000	0.000000	0.000000
ENSG00000189306	RRP7A	22	-	42509968	42519802	0.000000	0.000000	0.000000
ENSG00000100207	TCF20	22	-	42160013	42343616	0.079359	7.347198	18.831402
ENSG00000182057	OGFRP1	22	+	42269753	42275196	0.000000	0.000000	0.000000
ENSG00000233903	Z83851.1	22	+	42276355	42277052	0.000000	0.000000	0.000000
ENSG00000273366	Z83851.2	22	+	42278188	42278846	0.000000	0.000000	0.000000
ENSG00000183569	SERHL2	22	+	42553617	42574382	0.000000	0.000000	0.000000
ENSG00000182841	RRP7BP	22	-	42555223	42582038	0.036045	11.480742	29.425970
ENSG00000202058	RN7SKP80	22	-	42565048	42565330	0.000000	0.000000	0.000000
ENSG00000251913	RNU6-513P	22	-	42569147	42569250	0.000000	0.000000	0.000000
ENSG00000100227	POLDIP3	22	-	42583721	42614962	0.329589	31.320368	80.276367
ENSG00000100243	CYB5R3	22	-	42617840	42649568	0.036599	6.924019	17.746761
ENSG00000249222	ATP5MGL	22	-	42639803	42640601	0.259074	23.546989	60.352642
ENSG00000100300	TSPO	22	+	43151514	43163242	0.035647	25.448935	65.227463
ENSG00000100304	TTLL12	22	-	43166622	43187133	0.000000	0.000000	0.000000
ENSG00000242247	ARFGAP3	22	-	42796502	42858106	0.266193	28.631506	73.384621
ENSG00000100266	PACSIN2	22	-	42835412	43015145	0.014098	25.260977	64.745712
ENSG00000226989	AL049758.1	22	-	42853403	42853799	0.000000	0.000000	0.000000
ENSG00000138964	PARVG	22	+	44172956	44219533	0.029811	5.400264	13.841268
ENSG00000279933	AL031595.1	22	-	44183031	44187739	0.000000	0.000000	0.000000
ENSG00000280011	AL031595.2	22	-	44210442	44229512	0.000000	0.000000	0.000000
ENSG00000100344	PNPLA3	22	+	43923739	43964488	0.000000	0.000000	0.000000
ENSG00000100347	SAMM50	22	+	43955421	44010531	0.295321	111.586578	286.004486
ENSG00000224856	AL035398.1	22	+	43957027	43957348	0.000000	0.000000	0.000000
ENSG00000188677	PARVB	22	+	43999211	44172949	0.015089	19.433987	49.810719
ENSG00000279175	AL033543.1	22	+	44102779	44116232	0.044894	4.080373	10.458292
ENSG00000280434	AL031595.3	22	+	44139365	44153626	0.022823	2.074361	5.316737
ENSG00000226328	NUP50-DT	22	-	45133020	45163781	0.000000	0.000000	0.000000
ENSG00000273243	Z82243.1	22	-	45155539	45156011	0.162791	14.795918	37.923012
ENSG00000186654	PRR5	22	+	44668547	44737681	0.000000	0.000000	0.000000
ENSG00000248405	PRR5-ARHGAP8	22	+	44702233	44862706	0.000000	0.000000	0.000000
ENSG00000241484	ARHGAP8	22	+	44752558	44862788	0.000000	0.000000	0.000000
ENSG00000100364	KIAA0930	22	-	45190338	45240769	0.016101	6.727971	17.244278
ENSG00000221598	MIR1249	22	-	45200954	45201019	0.000000	0.000000	0.000000
ENSG00000100376	FAM118A	22	+	45308968	45341955	0.029446	7.937705	20.344912
ENSG00000093000	NUP50	22	+	45163841	45188015	0.231606	88.808693	227.623108
ENSG00000273353	AL008718.3	22	+	45178990	45179310	0.000000	0.000000	0.000000
ENSG00000186951	PPARA	22	+	46150521	46243756	0.010581	17.550220	44.982491
ENSG00000280384	FP325332.1	22	+	46163303	46165347	0.000000	0.000000	0.000000
ENSG00000100416	TRMU	22	+	46330875	46357340	0.039833	27.171555	69.642662
ENSG00000280383	Z95331.1	22	+	45657019	45680130	0.025831	2.347755	6.017467
ENSG00000130638	ATXN10	22	+	45671798	45845307	0.004710	14.788831	37.904842
ENSG00000264160	MIR4762	22	+	45760524	45760598	0.000000	0.000000	0.000000
ENSG00000235347	Z84478.1	22	-	45792418	45793636	0.000000	0.000000	0.000000
ENSG00000075275	CELSR1	22	-	46360834	46537170	0.018062	2.410105	6.177274
ENSG00000230634	AL031597.1	22	-	46481329	46481760	0.000000	0.000000	0.000000
ENSG00000100422	CERK	22	-	46684411	46738261	0.040344	6.127377	15.704909
ENSG00000075240	GRAMD4	22	+	46576012	46679790	0.003674	4.035110	10.342280
ENSG00000054611	TBC1D22A	22	+	46762617	47175699	0.000000	0.000000	0.000000
ENSG00000280080	TBC1D22A-AS1	22	-	46914092	46916042	0.000000	0.000000	0.000000
ENSG00000278881	FP325331.1	22	-	47115838	47117217	0.000000	0.000000	0.000000
ENSG00000100425	BRD1	22	-	49773283	49827512	0.029329	5.474793	14.032290
ENSG00000279345	Z98885.3	22	+	49805452	49807208	0.000000	0.000000	0.000000
ENSG00000236867	Z98885.1	22	+	49817248	49817712	0.000000	0.000000	0.000000
ENSG00000188511	C22orf34	22	-	49414524	49657542	0.000000	0.000000	0.000000
ENSG00000280224	AL008636.1	22	+	49500568	49501585	0.000000	0.000000	0.000000
ENSG00000279597	AL031593.1	22	+	49534062	49534926	0.000000	0.000000	0.000000
ENSG00000264139	MIR3667	22	-	49543393	49543466	0.000000	0.000000	0.000000
ENSG00000212939	Z97192.1	22	+	49548681	49556473	0.038778	3.524496	9.033538
ENSG00000213279	Z97192.2	22	-	49572264	49575426	0.000000	0.000000	0.000000
ENSG00000235111	Z97192.3	22	-	49612657	49615716	0.000000	0.000000	0.000000
ENSG00000198355	PIM3	22	+	49960513	49964080	0.094271	8.900947	22.813770
ENSG00000276753	MIR6821	22	+	49962866	49962939	0.000000	0.000000	0.000000
ENSG00000100426	ZBED4	22	+	49853842	49890078	0.131002	11.906647	30.517599
ENSG00000073150	PANX2	22	+	50170731	50180294	0.097357	9.638966	24.705368
ENSG00000073169	SELENOO	22	+	50200979	50217616	0.000000	0.000000	0.000000
ENSG00000272836	AL022328.1	22	-	50205585	50206062	0.000000	0.000000	0.000000
ENSG00000273137	AL022328.2	22	-	50208461	50209542	0.000000	0.000000	0.000000
ENSG00000170638	TRABD	22	+	50185915	50199598	0.109279	23.808386	61.022617
ENSG00000273188	AL022328.3	22	-	50191724	50192402	0.000000	0.000000	0.000000
ENSG00000273253	AL022328.4	22	-	50199090	50200837	0.000000	0.000000	0.000000
ENSG00000185386	MAPK11	22	-	50263713	50270767	0.112351	11.291056	28.939795
ENSG00000128159	TUBGCP6	22	-	50217689	50244992	0.124715	14.339658	36.753578
ENSG00000196576	PLXNB2	22	-	50274979	50307627	0.165909	19.082794	48.910580
ENSG00000100258	LMF2	22	-	50502949	50507691	0.000000	0.000000	0.000000
ENSG00000025770	NCAPH2	22	+	50508216	50523472	0.095600	13.215450	33.872154
ENSG00000272666	U62317.2	22	-	50542305	50542906	0.493355	44.840569	114.929626
ENSG00000273272	U62317.5	22	+	50542650	50543011	0.828729	75.322388	193.056747
ENSG00000130489	SCO2	22	-	50523568	50525606	0.000000	0.000000	0.000000
ENSG00000284194	SCO2	22	-	50523568	50526439	0.000000	0.000000	0.000000
ENSG00000272821	U62317.3	22	+	50523926	50524780	0.350877	31.890877	81.738632
ENSG00000025708	TYMP	22	-	50525752	50530056	0.087781	15.624010	40.045467
ENSG00000177989	ODF3B	22	-	50529710	50532580	0.000000	0.000000	0.000000
ENSG00000100239	PPP6R2	22	+	50343304	50445090	0.097416	11.540001	29.577858
ENSG00000100241	SBF1	22	-	50445000	50475024	0.063870	6.843946	17.541529
ENSG00000184319	RPL23AP82	22	+	50756948	50801309	0.000000	0.000000	0.000000
ENSG00000079974	RABL2B	22	-	50767501	50783663	0.000000	0.000000	0.000000
ENSG00000205560	CPT1B	22	-	50568861	50578465	0.017213	12.174134	31.203188
ENSG00000254413	CHKB-CPT1B	22	-	50568869	50582965	0.327350	30.456015	78.060966
ENSG00000100288	CHKB	22	-	50578949	50601455	0.000000	0.000000	0.000000
ENSG00000205559	CHKB-DT	22	+	50583026	50583877	0.000000	0.000000	0.000000
ENSG00000272940	U62317.4	22	+	50597152	50597599	0.000000	0.000000	0.000000
ENSG00000008735	MAPK8IP2	22	+	50600685	50613981	0.000000	0.000000	0.000000
ENSG00000224318	CHL1-AS2	3	-	195758	197341	0.000000	0.000000	0.000000
ENSG00000134121	CHL1	3	+	196596	409417	0.004842	3.409884	8.739781
ENSG00000252017	RNU6-1194P	3	-	282689	282792	0.000000	0.000000	0.000000
ENSG00000231660	RPS8P6	3	-	308714	309322	0.000000	0.000000	0.000000
ENSG00000234661	CHL1-AS1	3	-	363370	385795	0.000000	0.000000	0.000000
ENSG00000072756	TRNT1	3	+	3126916	3150879	0.108411	54.902351	140.718704
ENSG00000113851	CRBN	3	-	3144628	3179727	0.171143	67.628998	173.338028
ENSG00000271870	AC024060.1	3	+	3152942	3153435	0.000000	0.000000	0.000000
ENSG00000144455	SUMF1	3	-	3700814	4467281	0.019402	17.174486	44.019451
ENSG00000175928	LRRN1	3	+	3799437	3847703	0.000000	0.000000	0.000000
ENSG00000229241	PNPT1P1	3	-	3981981	3984295	0.000000	0.000000	0.000000
ENSG00000170364	SETMAR	3	+	4303304	4317567	0.000000	0.000000	0.000000
ENSG00000234325	MRPS10P2	3	-	4414580	4414960	0.000000	0.000000	0.000000
ENSG00000235831	BHLHE40-AS1	3	-	4896809	4979961	0.000000	0.000000	0.000000
ENSG00000134107	BHLHE40	3	+	4979116	4985323	0.077404	7.772559	19.921631
ENSG00000134108	ARL8B	3	+	5122220	5180912	0.864438	114.546112	293.589966
ENSG00000233912	AC026202.2	3	-	5156905	5187329	0.000000	0.000000	0.000000
ENSG00000268509	AC026202.3	3	-	5187172	5188298	0.000000	0.000000	0.000000
ENSG00000134109	EDEM1	3	+	5187646	5219957	1.663023	217.536392	557.561523
ENSG00000150995	ITPR1	3	+	4493348	4847840	0.141419	82.618240	211.756531
ENSG00000235947	EGOT	3	-	4749192	4751590	0.000000	0.000000	0.000000
ENSG00000275981	AC018816.2	3	+	4750333	4750685	0.000000	0.000000	0.000000
ENSG00000235978	AC018816.1	3	-	4814294	4887293	0.000000	0.000000	0.000000
ENSG00000227110	LMCD1-AS1	3	-	7952805	8611924	0.000000	0.000000	0.000000
ENSG00000228351	AC018832.1	3	+	8079322	8112924	0.000000	0.000000	0.000000
ENSG00000253081	RNU4ATAC17P	3	-	8364529	8364648	0.000000	0.000000	0.000000
ENSG00000231401	AC023481.1	3	-	8364707	8366392	0.218589	19.867346	50.921448
ENSG00000071282	LMCD1	3	+	8501707	8574673	0.000000	0.000000	0.000000
ENSG00000224884	AC034187.1	3	-	8573726	8593124	0.000000	0.000000	0.000000
ENSG00000125046	SSUH2	3	-	8619400	8745040	0.000000	0.000000	0.000000
ENSG00000215160	OR7E122P	3	+	8682943	8693701	0.000000	0.000000	0.000000
ENSG00000182533	CAV3	3	+	8733800	8841808	0.000000	0.000000	0.000000
ENSG00000180914	OXTR	3	-	8750408	8769628	0.000000	0.000000	0.000000
ENSG00000070950	RAD18	3	-	8775402	8963773	0.000000	0.000000	0.000000
ENSG00000281863	RF00416	3	+	8931495	8931632	0.000000	0.000000	0.000000
ENSG00000199815	RF00560	3	+	8931506	8931631	0.000000	0.000000	0.000000
ENSG00000163719	MTMR14	3	+	9649433	9702393	0.028950	10.677828	27.368046
ENSG00000156983	BRPF1	3	+	9731729	9748018	0.099374	11.572267	29.660559
ENSG00000163704	PRRT3	3	-	9945542	9952394	0.000000	0.000000	0.000000
ENSG00000230082	PRRT3-AS1	3	+	9947404	9954787	0.000000	0.000000	0.000000
ENSG00000171135	JAGN1	3	+	9890554	9894349	0.166759	16.105539	41.279667
ENSG00000144554	FANCD2	3	+	10026414	10101930	0.008540	12.855439	32.949421
ENSG00000201182	RNU6-670P	3	+	10037552	10037655	0.000000	0.000000	0.000000
ENSG00000229217	CYCSP11	3	-	10057973	10058287	0.000000	0.000000	0.000000
ENSG00000163705	FANCD2OS	3	-	10081317	10108231	0.000000	0.000000	0.000000
ENSG00000254999	BRK1	3	+	10115592	10127190	0.244931	22.261545	57.057957
ENSG00000114026	OGG1	3	+	9749944	9788219	0.000000	0.000000	0.000000
ENSG00000134072	CAMK1	3	-	9757342	9769992	0.000000	0.000000	0.000000
ENSG00000171148	TADA3	3	-	9779860	9793011	0.000000	0.000000	0.000000
ENSG00000241553	ARPC4	3	+	9792495	9807726	0.229799	30.132086	77.230713
ENSG00000250151	ARPC4-TTLL3	3	+	9793082	9835401	0.000000	0.000000	0.000000
ENSG00000214021	TTLL3	3	+	9808086	9855138	0.129445	23.113811	59.242374
ENSG00000269886	AC022382.1	3	-	9812762	9813097	0.000000	0.000000	0.000000
ENSG00000156990	RPUSD3	3	-	9837849	9844602	0.056470	33.061256	84.738396
ENSG00000196220	SRGAP3	3	-	8980591	9363053	0.000000	0.000000	0.000000
ENSG00000224808	SRGAP3-AS1	3	+	9014123	9015979	0.000000	0.000000	0.000000
ENSG00000228723	SRGAP3-AS2	3	+	9192493	9194453	0.000000	0.000000	0.000000
ENSG00000227929	SRGAP3-AS3	3	+	9216895	9219508	0.000000	0.000000	0.000000
ENSG00000235830	SRGAP3-AS4	3	+	9256759	9257507	0.000000	0.000000	0.000000
ENSG00000254485	AC026191.1	3	-	9292588	9363303	0.000000	0.000000	0.000000
ENSG00000214041	PGAM1P4	3	+	9348443	9349192	0.000000	0.000000	0.000000
ENSG00000206573	THUMPD3-AS1	3	-	9349689	9398579	0.028672	8.409964	21.555347
ENSG00000134077	THUMPD3	3	+	9362842	9386791	0.141753	20.628450	52.872215
ENSG00000168137	SETD5	3	+	9397615	9479240	0.241067	179.197037	459.294983
ENSG00000134070	IRAK2	3	+	10164865	10243743	0.000000	0.000000	0.000000
ENSG00000134086	VHL	3	+	10141008	10152220	0.061778	11.576994	29.672674
ENSG00000157014	TATDN2	3	+	10248023	10281218	0.108220	10.259465	26.295753
ENSG00000272410	AC022384.1	3	+	10249372	10285796	0.000000	0.000000	0.000000
ENSG00000231177	LINC00852	3	+	10284419	10285746	0.000000	0.000000	0.000000
ENSG00000157017	GHRL	3	-	10285675	10292947	0.000000	0.000000	0.000000
ENSG00000240288	GHRLOS	3	+	10285754	10293449	0.000000	0.000000	0.000000
ENSG00000276678	RF02126	3	+	10287413	10287482	0.000000	0.000000	0.000000
ENSG00000157020	SEC13	3	-	10293131	10321178	0.093155	43.352081	111.114517
ENSG00000144559	TAMM41	3	-	11790442	11846919	0.018626	5.329462	13.659796
ENSG00000197548	ATG7	3	+	11272309	11557665	0.000000	0.000000	0.000000
